Handle,Variant SKU,Title,Vendor,Product Type,Variant Price,Cost per item,Compare At Price,Variant Barcode,Weight,Weight Unit,Dimensions,Variant Inventory Qty,Stock Status,Published,Variant Taxable,Image Src,Body (HTML),Tags,Updated At,Supplier Ref
fender-nw-1681,NW-1681,Heavyweight Fender,Vellum,Stationery,"1.299,00",519.60,,5060001805535,340,g,1.2 x 0.4 x 0.4 m,0,Discontinued,1,N,https://cdn.example-supplier.test/img/nw-1681.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T02:30:00Z,NW/0227
mallet-nw-1684,NW-1684,RUBBER FACED MALLET,HARBOURLINE OUTFITTERS,Marine,"$1,299.00",519.60,1688.70,5060001813455,2.5,kg,12 x 8 x 4 in,14,In Stock,N,false,https://cdn.example-supplier.test/img/nw-1684.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T03:30:00Z,NW/0228
colander-nw-1687,NW-1687,stackable colander,KESTREL & CO.,Storage,49.99,20.00,,5060001821375,500 g,,300mm x 200mm x 100mm,3,instock,false,TRUE,https://cdn.example-supplier.test/img/nw-1687.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T04:30:00Z,NW/0229
sketchbook-nw-1690,NW-1690,Stainless Sketchbook,Marrow Tool Works Ltd,Lighting,"  18,50  ",7.40,,5060001829289,1.1lb,,30 × 20 × 10 cm,0,OUT OF STOCK,TRUE,yes,//cdn.example-supplier.test/img/nw-1690.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T05:30:00Z,NW/0230
bilge-pump-nw-1693,NW-1693,ENAMELLED BILGE PUMP,pennyroyal,Workshop,USD 45.50,18.20,,5060001837208,12 oz,,1.2 x 0.4 x 0.4 m,0,Back-Order,yes,1,https://cdn.example-supplier.test/img/nw-1693.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T06:30:00Z,NW/0231
tool-roll-nw-1696,NW-1696,bevel edge tool roll,salt marsh supply,Outdoor,$7.25,2.90,9.43,5060001845128,"0,75 kg",,12 x 8 x 4 in,0,Pre-Order,1,N,https://cdn.example-supplier.test/img/nw-1696.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"outdoor, catalogue",2026-09-01T07:30:00Z,NW/0232
crate-nw-1699,NW-1699,Perforated Crate,Vellum,Hand Tools,"1.299,00",519.60,,5060001853048,340,g,300mm x 200mm x 100mm,0,Discontinued,N,false,https://cdn.example-supplier.test/img/nw-1699.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"hand tools, catalogue",2026-09-02T08:30:00Z,NW/0233
head-torch-nw-1702,NW-1702,USB-C RECHARGEABLE HEAD TORCH,HARBOURLINE OUTFITTERS,Kitchen,"$1,299.00",519.60,,5060001860961,2.5,kg,30 × 20 × 10 cm,14,In Stock,false,TRUE,https://cdn.example-supplier.test/img/nw-1702.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"kitchen, catalogue",2026-09-03T00:30:00Z,NW/0234
bench-hook-nw-1705,NW-1705,lidded bench hook,KESTREL & CO.,Stationery,49.99,20.00,,5060001868882,500 g,,1.2 x 0.4 x 0.4 m,3,instock,TRUE,yes,//cdn.example-supplier.test/img/nw-1705.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T01:30:00Z,NW/0235
butter-dish-nw-1708,NW-1708,Ruled A5 Butter Dish,Marrow Tool Works Ltd,Marine,"  18,50  ",7.40,24.05,5060001876801,1.1lb,,12 x 8 x 4 in,0,OUT OF STOCK,yes,1,https://cdn.example-supplier.test/img/nw-1708.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T02:30:00Z,NW/0236
index-cards-nw-1711,NW-1711,AIRTIGHT INDEX CARDS,pennyroyal,Storage,USD 45.50,18.20,,5060001884721,12 oz,,300mm x 200mm x 100mm,0,Back-Order,1,N,https://cdn.example-supplier.test/img/nw-1711.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T03:30:00Z,NW/0237
cleat-nw-1714,NW-1714,hardback cleat,salt marsh supply,Lighting,$7.25,2.90,,5060001892641,"0,75 kg",,30 × 20 × 10 cm,0,Pre-Order,N,false,https://cdn.example-supplier.test/img/nw-1714.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T04:30:00Z,NW/0238
bin-nw-1717,NW-1717,Beech Bin,Vellum,Workshop,"1.299,00",519.60,,5060001900568,340,g,1.2 x 0.4 x 0.4 m,0,Discontinued,false,TRUE,https://cdn.example-supplier.test/img/nw-1717.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T05:30:00Z,NW/0239
lantern-nw-1720,NW-1720,BRASS LANTERN,HARBOURLINE OUTFITTERS,Outdoor,"$1,299.00",519.60,1688.70,5060001908472,2.5,kg,12 x 8 x 4 in,14,In Stock,TRUE,yes,//cdn.example-supplier.test/img/nw-1720.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"outdoor, catalogue",2026-09-01T06:30:00Z,NW/0240
dry-bag-nw-1723,NW-1723,stiff bristle dry bag,KESTREL & CO.,Hand Tools,49.99,20.00,,5060001916392,500 g,,300mm x 200mm x 100mm,3,instock,yes,1,https://cdn.example-supplier.test/img/nw-1723.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"hand tools, catalogue",2026-09-02T07:30:00Z,NW/0241
chisel-nw-1726,NW-1726,Cloth Bound Chisel,Marrow Tool Works Ltd,Kitchen,"  18,50  ",7.40,,5060001924311,1.1lb,,30 × 20 × 10 cm,0,OUT OF STOCK,1,N,https://cdn.example-supplier.test/img/nw-1726.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"kitchen, catalogue",2026-09-03T08:30:00Z,NW/0242
mixing-bowl-nw-1729,NW-1729,MANUAL 12V MIXING BOWL,pennyroyal,Stationery,USD 45.50,18.20,,5060001932231,12 oz,,1.2 x 0.4 x 0.4 m,0,Back-Order,N,false,https://cdn.example-supplier.test/img/nw-1729.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T00:30:00Z,NW/0243
notebook-nw-1732,NW-1732,stoneware notebook,salt marsh supply,Marine,$7.25,2.90,9.43,5060001940151,"0,75 kg",,12 x 8 x 4 in,0,Pre-Order,false,TRUE,https://cdn.example-supplier.test/img/nw-1732.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T01:30:00Z,NW/0244
deck-brush-nw-1735,NW-1735,Waxed Canvas Deck Brush,Vellum,Storage,"1.299,00",519.60,,5060001948072,340,g,300mm x 200mm x 100mm,0,Discontinued,TRUE,yes,//cdn.example-supplier.test/img/nw-1735.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T02:30:00Z,NW/0245
rope-ladder-nw-1738,NW-1738,BRAIDED 9M ROPE LADDER,HARBOURLINE OUTFITTERS,Lighting,"$1,299.00",519.60,,5060001955995,2.5,kg,30 × 20 × 10 cm,14,In Stock,yes,1,https://cdn.example-supplier.test/img/nw-1738.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T03:30:00Z,NW/0246
tote-nw-1741,NW-1741,cylindrical tote,KESTREL & CO.,Workshop,49.99,20.00,,5060001963914,500 g,,1.2 x 0.4 x 0.4 m,3,instock,1,N,https://cdn.example-supplier.test/img/nw-1741.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T04:30:00Z,NW/0247
hand-plane-nw-1744,NW-1744,Four Pocket Hand Plane,Marrow Tool Works Ltd,Outdoor,"  18,50  ",7.40,24.05,5060001971834,1.1lb,,12 x 8 x 4 in,0,OUT OF STOCK,N,false,https://cdn.example-supplier.test/img/nw-1744.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"outdoor, catalogue",2026-09-01T05:30:00Z,NW/0248
tea-caddy-nw-1747,NW-1747,GRIDDED TEA CADDY,pennyroyal,Hand Tools,USD 45.50,18.20,,5060001979755,12 oz,,300mm x 200mm x 100mm,0,Back-Order,false,TRUE,https://cdn.example-supplier.test/img/nw-1747.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"hand tools, catalogue",2026-09-02T06:30:00Z,NW/0249
ledger-nw-1750,NW-1750,oak handled ledger,salt marsh supply,Kitchen,$7.25,2.90,,5060001987668,"0,75 kg",,30 × 20 × 10 cm,0,Pre-Order,TRUE,yes,//cdn.example-supplier.test/img/nw-1750.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"kitchen, catalogue",2026-09-03T07:30:00Z,NW/0250
fender-nw-1753,NW-1753,Heavyweight Fender,Vellum,Stationery,"1.299,00",519.60,,5060001995588,340,g,1.2 x 0.4 x 0.4 m,0,Discontinued,yes,1,https://cdn.example-supplier.test/img/nw-1753.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T08:30:00Z,NW/0251
mallet-nw-1756,NW-1756,RUBBER FACED MALLET,HARBOURLINE OUTFITTERS,Marine,"$1,299.00",519.60,1688.70,5060002003503,2.5,kg,12 x 8 x 4 in,14,In Stock,1,N,https://cdn.example-supplier.test/img/nw-1756.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T00:30:00Z,NW/0252
colander-nw-1759,NW-1759,stackable colander,KESTREL & CO.,Storage,49.99,20.00,,5060002011423,500 g,,300mm x 200mm x 100mm,3,instock,N,false,https://cdn.example-supplier.test/img/nw-1759.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T01:30:00Z,NW/0253
sketchbook-nw-1762,NW-1762,Stainless Sketchbook,Marrow Tool Works Ltd,Lighting,"  18,50  ",7.40,,5060002019344,1.1lb,,30 × 20 × 10 cm,0,OUT OF STOCK,false,TRUE,https://cdn.example-supplier.test/img/nw-1762.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T02:30:00Z,NW/0254
bilge-pump-nw-1765,NW-1765,ENAMELLED BILGE PUMP,pennyroyal,Workshop,USD 45.50,18.20,,5060002027264,12 oz,,1.2 x 0.4 x 0.4 m,0,Back-Order,TRUE,yes,//cdn.example-supplier.test/img/nw-1765.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T03:30:00Z,NW/0255
tool-roll-nw-1768,NW-1768,bevel edge tool roll,salt marsh supply,Outdoor,$7.25,2.90,9.43,5060002035184,"0,75 kg",,12 x 8 x 4 in,0,Pre-Order,yes,1,https://cdn.example-supplier.test/img/nw-1768.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"outdoor, catalogue",2026-09-01T04:30:00Z,NW/0256
crate-nw-1771,NW-1771,Perforated Crate,Vellum,Hand Tools,"1.299,00",519.60,,5060002043103,340,g,300mm x 200mm x 100mm,0,Discontinued,1,N,https://cdn.example-supplier.test/img/nw-1771.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"hand tools, catalogue",2026-09-02T05:30:00Z,NW/0257
head-torch-nw-1774,NW-1774,USB-C RECHARGEABLE HEAD TORCH,HARBOURLINE OUTFITTERS,Kitchen,"$1,299.00",519.60,,5060002051023,2.5,kg,30 × 20 × 10 cm,14,In Stock,N,false,https://cdn.example-supplier.test/img/nw-1774.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"kitchen, catalogue",2026-09-03T06:30:00Z,NW/0258
bench-hook-nw-1777,NW-1777,lidded bench hook,KESTREL & CO.,Stationery,49.99,20.00,,5060002058947,500 g,,1.2 x 0.4 x 0.4 m,3,instock,false,TRUE,https://cdn.example-supplier.test/img/nw-1777.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T07:30:00Z,NW/0259
butter-dish-nw-1780,NW-1780,Ruled A5 Butter Dish,Marrow Tool Works Ltd,Marine,"  18,50  ",7.40,24.05,5060002066850,1.1lb,,12 x 8 x 4 in,0,OUT OF STOCK,TRUE,yes,//cdn.example-supplier.test/img/nw-1780.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T08:30:00Z,NW/0260
index-cards-nw-1783,NW-1783,AIRTIGHT INDEX CARDS,pennyroyal,Storage,USD 45.50,18.20,,5060002074770,12 oz,,300mm x 200mm x 100mm,0,Back-Order,yes,1,https://cdn.example-supplier.test/img/nw-1783.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T00:30:00Z,NW/0261
cleat-nw-1786,NW-1786,hardback cleat,salt marsh supply,Lighting,$7.25,2.90,,5060002082690,"0,75 kg",,30 × 20 × 10 cm,0,Pre-Order,1,N,https://cdn.example-supplier.test/img/nw-1786.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T01:30:00Z,NW/0262
bin-nw-1789,NW-1789,Beech Bin,Vellum,Workshop,"1.299,00",519.60,,5060002090619,340,g,1.2 x 0.4 x 0.4 m,0,Discontinued,N,false,https://cdn.example-supplier.test/img/nw-1789.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T02:30:00Z,NW/0263
lantern-nw-1792,NW-1792,BRASS LANTERN,HARBOURLINE OUTFITTERS,Outdoor,"$1,299.00",519.60,1688.70,5060002098530,2.5,kg,12 x 8 x 4 in,14,In Stock,false,TRUE,https://cdn.example-supplier.test/img/nw-1792.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"outdoor, catalogue",2026-09-01T03:30:00Z,NW/0264
dry-bag-nw-1795,NW-1795,stiff bristle dry bag,KESTREL & CO.,Hand Tools,49.99,20.00,,5060002106457,500 g,,300mm x 200mm x 100mm,3,instock,TRUE,yes,//cdn.example-supplier.test/img/nw-1795.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"hand tools, catalogue",2026-09-02T04:30:00Z,NW/0265
chisel-nw-1798,NW-1798,Cloth Bound Chisel,Marrow Tool Works Ltd,Kitchen,"  18,50  ",7.40,,5060002114377,1.1lb,,30 × 20 × 10 cm,0,OUT OF STOCK,yes,1,https://cdn.example-supplier.test/img/nw-1798.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"kitchen, catalogue",2026-09-03T05:30:00Z,NW/0266
mixing-bowl-nw-1801,NW-1801,MANUAL 12V MIXING BOWL,pennyroyal,Stationery,USD 45.50,18.20,,5060002122297,12 oz,,1.2 x 0.4 x 0.4 m,0,Back-Order,1,N,https://cdn.example-supplier.test/img/nw-1801.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T06:30:00Z,NW/0267
notebook-nw-1804,NW-1804,stoneware notebook,salt marsh supply,Marine,$7.25,2.90,9.43,5060002130216,"0,75 kg",,12 x 8 x 4 in,0,Pre-Order,N,false,https://cdn.example-supplier.test/img/nw-1804.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T07:30:00Z,NW/0268
deck-brush-nw-1807,NW-1807,Waxed Canvas Deck Brush,Vellum,Storage,"1.299,00",519.60,,5060002138137,340,g,300mm x 200mm x 100mm,0,Discontinued,false,TRUE,https://cdn.example-supplier.test/img/nw-1807.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T08:30:00Z,NW/0269
rope-ladder-nw-1810,NW-1810,BRAIDED 9M ROPE LADDER,HARBOURLINE OUTFITTERS,Lighting,"$1,299.00",519.60,,5060002146040,2.5,kg,30 × 20 × 10 cm,14,In Stock,TRUE,yes,//cdn.example-supplier.test/img/nw-1810.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T00:30:00Z,NW/0270
tote-nw-1813,NW-1813,cylindrical tote,KESTREL & CO.,Workshop,49.99,20.00,,5060002153963,500 g,,1.2 x 0.4 x 0.4 m,3,instock,yes,1,https://cdn.example-supplier.test/img/nw-1813.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T01:30:00Z,NW/0271
hand-plane-nw-1816,NW-1816,Four Pocket Hand Plane,Marrow Tool Works Ltd,Outdoor,"  18,50  ",7.40,24.05,5060002161883,1.1lb,,12 x 8 x 4 in,0,OUT OF STOCK,1,N,https://cdn.example-supplier.test/img/nw-1816.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"outdoor, catalogue",2026-09-01T02:30:00Z,NW/0272
tea-caddy-nw-1819,NW-1819,GRIDDED TEA CADDY,pennyroyal,Hand Tools,USD 45.50,18.20,,5060002169803,12 oz,,300mm x 200mm x 100mm,0,Back-Order,N,false,https://cdn.example-supplier.test/img/nw-1819.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"hand tools, catalogue",2026-09-02T03:30:00Z,NW/0273
ledger-nw-1822,NW-1822,oak handled ledger,salt marsh supply,Kitchen,$7.25,2.90,,5060002177723,"0,75 kg",,30 × 20 × 10 cm,0,Pre-Order,false,TRUE,https://cdn.example-supplier.test/img/nw-1822.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"kitchen, catalogue",2026-09-03T04:30:00Z,NW/0274
fender-nw-1825,NW-1825,Heavyweight Fender,Vellum,Stationery,"1.299,00",519.60,,5060002185643,340,g,1.2 x 0.4 x 0.4 m,0,Discontinued,TRUE,yes,//cdn.example-supplier.test/img/nw-1825.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","stationery, catalogue",2026-09-04T05:30:00Z,NW/0275
mallet-nw-1828,NW-1828,RUBBER FACED MALLET,HARBOURLINE OUTFITTERS,Marine,"$1,299.00",519.60,1688.70,5060002193563,2.5,kg,12 x 8 x 4 in,14,In Stock,yes,1,https://cdn.example-supplier.test/img/nw-1828.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"marine, catalogue",2026-09-05T06:30:00Z,NW/0276
colander-nw-1831,NW-1831,stackable colander,KESTREL & CO.,Storage,49.99,20.00,,5060002201480,500 g,,300mm x 200mm x 100mm,3,instock,1,N,https://cdn.example-supplier.test/img/nw-1831.jpg,<p>Hard-wearing &amp; simple to clean. Sold singly.</p>,"storage, catalogue",2026-09-06T07:30:00Z,NW/0277
sketchbook-nw-1834,NW-1834,Stainless Sketchbook,Marrow Tool Works Ltd,Lighting,"  18,50  ",7.40,,5060002209400,1.1lb,,30 × 20 × 10 cm,0,OUT OF STOCK,N,false,https://cdn.example-supplier.test/img/nw-1834.jpg,<p>Designed for daily use.<br>Guaranteed for two years.</p>,"lighting, catalogue",2026-09-07T08:30:00Z,NW/0278
bilge-pump-nw-1837,NW-1837,ENAMELLED BILGE PUMP,pennyroyal,Workshop,USD 45.50,18.20,,5060002217320,12 oz,,1.2 x 0.4 x 0.4 m,0,Back-Order,false,TRUE,https://cdn.example-supplier.test/img/nw-1837.jpg,"<p>A workshop staple &mdash; nothing clever, just well made.</p>","workshop, catalogue",2026-09-08T00:30:00Z,NW/0279
,NW-D001,COPPER JUG,Pennyroyal,Outdoor,$42.00,9.00,,5060007135018,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-08-30T09:00:00Z,NW/000
,NW-D001,COPPER JUG,Pennyroyal,Outdoor,$38.50,9.00,,5060007135018,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-07T09:00:00Z,NW/000
,NW-D002,Beeswax Wrap Set,Pennyroyal Home,Outdoor,24.00,9.00,,5060007142931,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-D002,Beeswax Wrap Set,Pennyroyal Home,Outdoor,24.00,9.00,,5060007142931,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-D003,Rope Doormat,saltmarsh,Outdoor,,9.00,,,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,,<p>Made in small batches and finished by hand. Ships flat.</p>,core,,NW/000
,NW-D003,Rope Doormat,saltmarsh,Outdoor,$31.00,9.00,,5060007150851,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,,NW/000
,NW-D004,Folding Camp Stool,Harbourline,Outdoor,$64.00,9.00,,5060007158772,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-05T11:00:00Z,NW/000
,NW-D004,Folding Camp Stool,Harbourline,Outdoor,$71.00,9.00,,5060007158772,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-05T11:00:00Z,NW/000
,NW-D005,Enamel Mug,Pennyroyal Home,Outdoor,24.00,9.00,,5060007166692,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/nw-d005.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,"kitchen, enamel",2026-08-28T08:00:00Z,NW/000
,NW-D005,Enamel Mug,Pennyroyal Home,Outdoor,$16.00,9.00,,,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,,<p>Made in small batches and finished by hand. Ships flat.</p>,,2026-09-09T08:00:00Z,NW/000
,NW-D006,Canvas Log Carrier,Saltmarsh Supply,Outdoor,24.00,9.00,,,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,,<p>Made in small batches and finished by hand. Ships flat.</p>,core,03/04/2026,NW/000
,NW-D006,Canvas Log Carrier,Saltmarsh Supply,Outdoor,24.00,9.00,,5060007174611,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,04/03/2026,NW/000
,,Unlabelled Storage Crate,Saltmarsh Supply,Outdoor,24.00,9.00,,5060006343117,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R001,Zero Priced Trowel,Marrow Tool Works,Outdoor,0.00,,,5060006351037,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R002,Negative Priced Shelf,Marrow Tool Works,Outdoor,-12.00,,,5060006358951,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R003,Loss Making Kettle,Pennyroyal Home,Outdoor,8.00,11.50,,5060006366871,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,https://cdn.example-supplier.test/img/placeholder.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R004,Imageless Dry Bag,Harbourline Outfitters,Outdoor,24.00,9.00,,5060006374791,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
,NW-R005,Relative Path Lantern,Harbourline Outfitters,Outdoor,24.00,9.00,,5060006382710,500,g,200mm x 120mm x 60mm,12,In Stock,TRUE,TRUE,images/lantern.jpg,<p>Made in small batches and finished by hand. Ships flat.</p>,core,2026-09-08T04:15:00Z,NW/000
